"GJB2","http://webh01.ua.ac.be/hhh/","unknown","Unknown"
"GJB2","http://davinci.crg.es/deafness/","unknown","unknown"
"GJB2","http://www.umd.be/DFNB1-GJB2/","UMD","UMD"
"GJB2","http://hereditaryhearingloss.org/","unknown","unknown"
"GJB3","http://webh01.ua.ac.be/hhh/","unknown","Unknown"
"GJB3","http://davinci.crg.es/deafness/","unknown","unknown"
"GJB3","http://hereditaryhearingloss.org/","unknown","unknown"
"GJB6","http://webh01.ua.ac.be/hhh/","unknown","Unknown"
"GJB6","http://davinci.crg.es/deafness/","unknown","unknown"
"GJB6","http://hereditaryhearingloss.org/","unknown","unknown"
"GM2A","http://www.hexdb.mcgill.ca","unknown","Unknown"
"GM2A","http://www.hexdb.mcgill.ca/?Topic=GM2Adb","unknown","unknown"
"GNAT2","http://www.retina-international.org/sci-news/gntmut.htm","unknown","unknown"
"GP1BB","http://www.bernardsoulier.org/index.html","unknown","unknown"
"GP9","http://www.bernardsoulier.org/index.html","unknown","unknown"
"GPR143","http://albinismdb.med.umn.edu/","unknown","unknown"
"GPR143","http://www.retina-international.org/sci-news/oa1mut.htm","unknown","unknown"
"GRK1","http://www.retina-international.org/sci-news/rhokmut.htm","unknown","unknown"
"GUCY2D","http://www.retina-international.org/sci-news/gcmut.htm","unknown","unknown"
"GYPA","http://www.ncbi.nlm.nih.gov/gv/mhc/xslcgi.cgi?cmd=bgmut/home","unknown","unknown"
"GYPB","http://www.ncbi.nlm.nih.gov/gv/mhc/xslcgi.cgi?cmd=bgmut/home","unknown","unknown"
"GYPC","http://www.ncbi.nlm.nih.gov/gv/mhc/xslcgi.cgi?cmd=bgmut/home","unknown","unknown"
"GYPE","http://www.ncbi.nlm.nih.gov/gv/mhc/xslcgi.cgi?cmd=bgmut/home","unknown","unknown"
"HBA1","http://globin.cse.psu.edu/globin/hbvar/menu.html","unknown","unknown"
"HBA2","http://globin.cse.psu.edu/globin/hbvar/menu.html","unknown","unknown"
"HBB","http://globin.cse.psu.edu/globin/hbvar/menu.html","unknown","unknown"
"HBD","http://globin.cse.psu.edu/globin/hbvar/menu.html","unknown","unknown"
"HBG1","http://globin.cse.psu.edu/globin/hbvar/menu.html","unknown","unknown"
"HBG2","http://globin.cse.psu.edu/globin/hbvar/menu.html","unknown","unknown"
"HDIA1","http://hearing.harvard.edu/genepages/hdiadream.htm","unknown","unknown"
"HEXA","http://www.hexdb.mcgill.ca/?Topic=HEXAdb","unknown","unknown"
"HEXA","http://www.hexdb.mcgill.ca","unknown","Unknown"
"HEXB","http://www.hexdb.mcgill.ca/?Topic=HEXBdb","unknown","unknown"
"HEXB","http://www.hexdb.mcgill.ca","unknown","Unknown"
"HLA-A","http://www.ebi.ac.uk/imgt/hla/","unknown","unknown"
"HLA-B","http://www.ebi.ac.uk/imgt/hla/","unknown","unknown"
"HLA-C","http://www.ebi.ac.uk/imgt/hla/","unknown","unknown"
"HLA-DMA","http://www.ebi.ac.uk/imgt/hla/","unknown","unknown"
"HLA-DMB","http://www.ebi.ac.uk/imgt/hla/","unknown","unknown"
"HLA-DOA","http://www.ebi.ac.uk/imgt/hla/","unknown","unknown"
"HLA-DOB","http://www.ebi.ac.uk/imgt/hla/","unknown","unknown"
"HLA-DPA1","http://www.ebi.ac.uk/imgt/hla/","unknown","unknown"
"HLA-DPA2","http://www.ebi.ac.uk/imgt/hla/","unknown","unknown"
"HLA-DPA3","http://www.ebi.ac.uk/imgt/hla/","unknown","unknown"
"HLA-DPB1","http://www.ebi.ac.uk/imgt/hla/","unknown","unknown"
"HLA-DPB2","http://www.ebi.ac.uk/imgt/hla/","unknown","unknown"
"HLA-DQA1","http://www.ebi.ac.uk/imgt/hla/","unknown","unknown"
"HLA-DQA2","http://www.ebi.ac.uk/imgt/hla/","unknown","unknown"
"HLA-DQB1","http://www.ebi.ac.uk/imgt/hla/","unknown","unknown"
